Composition   Bandgap (eV)
x0.278_v0	2.7148
x0.278_v1	3.1639
x0.278_v2	3.2409
x0.278_v3	2.4563
x0.222_v0	3.4615
x0.222_v1	3.6136
x0.222_v2	3.1557
x0.222_v3	3.4335
x0.167_v0	4.4621
x0.167_v1	3.5917
x0.167_v2	4.254
x0.167_v3	3.7418
x0.111_v0	4.4403
x0.111_v1	4.138
x0.111_v2	4.3609
x0.111_v3	4.482
x0.056_v0	4.7571
x0.056_v1	4.7571
x0.056_v2	4.5169
x0.056_v3	4.4543
x0.0    	5.6693
