Composition   Bandgap (eV)
x0.278_v0	3.6583
x0.278_v1	4.0836
x0.278_v2	3.9086
x0.278_v3	3.4456
x0.222_v0	4.2879
x0.222_v1	4.3355
x0.222_v2	4.0548
x0.222_v3	4.2285
x0.167_v0	5.0585
x0.167_v1	4.3391
x0.167_v2	4.9225
x0.167_v3	4.5324
x0.111_v0	5.2449
x0.111_v1	4.8101
x0.111_v2	5.0828
x0.111_v3	5.1713
x0.056_v0	5.4242
x0.056_v1	5.4241
x0.056_v2	5.3906
x0.056_v3	5.3314
x0.0    	5.6693
