base_strc,alloy,x,version,cation,cation_no,angle_label,angle_pair,bond_angle_deg
InN,Y,0.056,v0,In,15,N-In-N,1-4,111.0121
InN,Y,0.056,v0,In,15,N-In-N,2-3,107.4558
InN,Y,0.056,v0,In,15,N-In-N,2-4,111.3356
InN,Y,0.056,v0,In,15,N-In-N,3-4,106.6295
InN,Y,0.056,v0,In,16,N-In-N,1-2,109.4287
InN,Y,0.056,v0,In,16,N-In-N,1-3,108.8466
InN,Y,0.056,v0,In,16,N-In-N,1-4,110.924
InN,Y,0.056,v0,In,16,N-In-N,2-3,108.8391
InN,Y,0.056,v0,In,16,N-In-N,2-4,110.7279
InN,Y,0.056,v0,In,16,N-In-N,3-4,108.0191
InN,Y,0.056,v0,In,17,N-In-N,1-2,107.9647
InN,Y,0.056,v0,In,17,N-In-N,1-3,107.7479
InN,Y,0.056,v0,In,17,N-In-N,1-4,107.3557
InN,Y,0.056,v0,In,17,N-In-N,2-3,111.3075
InN,Y,0.056,v0,In,17,N-In-N,2-4,111.1379
InN,Y,0.056,v0,In,17,N-In-N,3-4,111.1316
InN,Y,0.056,v0,In,18,N-In-N,1-2,109.8685
InN,Y,0.056,v0,In,18,N-In-N,1-3,110.7204
InN,Y,0.056,v0,In,18,N-In-N,1-4,108.6626
InN,Y,0.056,v0,In,18,N-In-N,2-3,110.7204
InN,Y,0.056,v0,In,18,N-In-N,2-4,108.6625
InN,Y,0.056,v0,In,18,N-In-N,3-4,108.1401
InN,Y,0.056,v0,In,19,N-In-N,1-2,108.3422
InN,Y,0.056,v0,In,19,N-In-N,1-3,111.4233
InN,Y,0.056,v0,In,19,N-In-N,1-4,108.9452
InN,Y,0.056,v0,In,19,N-In-N,2-3,111.025
InN,Y,0.056,v0,In,19,N-In-N,2-4,109.1498
InN,Y,0.056,v0,In,19,N-In-N,3-4,107.9133
InN,Y,0.056,v0,In,20,N-In-N,1-2,109.4288
InN,Y,0.056,v0,In,20,N-In-N,1-3,108.8466
