#pol(uC/cm^3) barrier(meV/A^3)
-9.26031829	0
-9.26128499	0
-9.25158453	-8.62761E-05
-7.56335371	0.055216709
-2.79722484	0.945499862
2.5592474	1.677552634
7.57696394	1.77651133
12.07383191	2.117992163
17.14977922	2.348521923
21.9941496	2.069246163
24.2836324	1.849759745
28.60588424	1.935000539
32.39255157	1.933361293
33.47662195	1.917745318
33.48788271	1.917831594
35.10941963	1.98883683
36.87528233	2.095732928
38.64495245	2.157765449
40.4167089	2.158369382
41.98054175	2.116611746
42.87694533	2.132313997
43.83373462	2.243610176
45.32514211	2.379408769
46.98548945	2.42038992
48.66067948	2.356804429
50.1776945	2.26457527
51.34876049	2.194864175
53.22421808	2.213844919
54.96233159	2.397699304
56.7576632	2.61476999
58.652612	2.761870754
60.64542404	2.819244365
62.72057805	2.81493056
64.65118983	2.769463051
66.42294662	2.676975064
68.01101193	2.563608259
69.25115813	2.489755911
70.29280956	2.452139528
71.35953447	2.412711347
72.44055061	2.361980995
73.50560647	2.310387883
74.44231179	2.284591327
75.11105489	2.319705703
76.68066857	2.535913628
78.48641111	2.888869184
80.46618246	3.21456149
82.57495582	3.416361305
84.71756888	3.449232502
86.78923418	3.336642182
88.7034662	3.181431464
89.60793026	3.143987634
89.818389	3.17953339
91.01954511	3.317230058
92.85406119	3.483570393
94.99162256	3.527226103
97.3733683	3.395482487
99.70029598	3.102488826
101.7736426	2.692936144
103.4941328	2.287524715
104.3789773	2.098752591
105.1306106	2.13334931
106.6386747	2.256551592
108.6237954	2.407362228
111.1859471	2.569906414
114.1023702	2.70277162
117.0755979	2.740474279
120.0604395	2.679822175
122.8070636	2.591216613
124.7423065	2.554894372
124.1138042	2.563867087
123.711762	2.592424478
123.9396851	2.654543276
124.8390185	2.776969072
126.0265668	2.939081878
127.337353	3.09774364
128.7063466	3.218789019
130.0815673	3.295143374
131.3904257	3.351481672
132.690425	3.428094856
134.1980988	3.557336465
135.8245715	3.709009862
137.5530151	3.822549219
139.3843726	3.86620493
141.3607325	3.83782009
143.3172765	3.74783411
145.1246468	3.600992175
146.7552328	3.415929925
148.1814151	3.252522977
149.1693574	3.170905779
149.8559397	3.1646939
150.0482747	3.206537812
150.9004243	3.249071933
152.2160309	3.262617282
153.7413123	3.232593196
155.1499428	3.191180665
156.2960767	3.174356824
155.9324943	3.178152972
156.0717815	3.191698321
156.4678681	3.216977221
156.9291656	3.249244485
157.3999678	3.284617689
157.8953632	3.31895558
158.4122025	3.350273807
158.9444936	3.376846848
159.4950746	3.397380562
160.0615254	3.41049453
160.6534758	3.415325992
161.2638951	3.411012187
161.8950951	3.396949181
162.5386829	3.372101662
163.1837419	3.336124525
163.8289973	3.289276599
164.4872261	3.231989263
165.1499191	3.165470385
165.8073627	3.092049417
166.4670495	3.014228368
167.1283096	2.937615185
167.7852852	2.868853127
168.4373113	2.817691395
169.0606286	2.786890825
169.632319	2.768772842
170.2341507	2.759023642
170.8488775	2.754451008
170.8749644	2.748756785
176.0291603	2.737282063
180.6980853	2.210825255
183.4000603	2.083740549
183.8923867	2.099701628
188.5986155	2.112556768
192.5483677	1.930341629
196.0928128	2.461975004
202.8226811	2.652213821
211.0447755	2.294081699
217.8015193	1.2580782
223.5738066	0.160559836
223.4400145	0.160387284
223.4412859	0.160387284
