base_strc,alloy,x,version,cation,cation_no,angle_label,bond_angle_deg
AlN,Y,0.111,v3,Al,8,N-Al-N,112.5658
AlN,Y,0.111,v3,Al,9,N-Al-N,104.9286
AlN,Y,0.111,v3,Al,9,N-Al-N,108.3839
AlN,Y,0.111,v3,Al,9,N-Al-N,107.0337
AlN,Y,0.111,v3,Al,9,N-Al-N,110.0471
AlN,Y,0.111,v3,Al,9,N-Al-N,112.7207
AlN,Y,0.111,v3,Al,9,N-Al-N,113.2493
AlN,Y,0.111,v3,Al,10,N-Al-N,102.226
AlN,Y,0.111,v3,Al,10,N-Al-N,108.0406
AlN,Y,0.111,v3,Al,10,N-Al-N,104.1642
AlN,Y,0.111,v3,Al,10,N-Al-N,108.9209
AlN,Y,0.111,v3,Al,10,N-Al-N,117.5056
AlN,Y,0.111,v3,Al,10,N-Al-N,114.6982
AlN,Y,0.111,v3,Al,11,N-Al-N,101.9294
AlN,Y,0.111,v3,Al,11,N-Al-N,102.9037
AlN,Y,0.111,v3,Al,11,N-Al-N,108.2752
AlN,Y,0.111,v3,Al,11,N-Al-N,116.1186
AlN,Y,0.111,v3,Al,11,N-Al-N,112.9573
AlN,Y,0.111,v3,Al,11,N-Al-N,113.1453
AlN,Y,0.111,v3,Al,12,N-Al-N,104.4279
AlN,Y,0.111,v3,Al,12,N-Al-N,111.4195
AlN,Y,0.111,v3,Al,12,N-Al-N,111.7445
AlN,Y,0.111,v3,Al,12,N-Al-N,109.961
AlN,Y,0.111,v3,Al,12,N-Al-N,113.1094
AlN,Y,0.111,v3,Al,12,N-Al-N,106.2822
AlN,Y,0.111,v3,Al,13,N-Al-N,109.0073
AlN,Y,0.111,v3,Al,13,N-Al-N,112.0388
AlN,Y,0.111,v3,Al,13,N-Al-N,109.1963
AlN,Y,0.111,v3,Al,13,N-Al-N,111.5817
AlN,Y,0.111,v3,Al,13,N-Al-N,107.6934
AlN,Y,0.111,v3,Al,13,N-Al-N,107.1939
AlN,Y,0.111,v3,Al,14,N-Al-N,105.6297
AlN,Y,0.111,v3,Al,14,N-Al-N,107.6635
AlN,Y,0.111,v3,Al,14,N-Al-N,112.8557
AlN,Y,0.111,v3,Al,14,N-Al-N,108.556
AlN,Y,0.111,v3,Al,14,N-Al-N,114.747
AlN,Y,0.111,v3,Al,14,N-Al-N,107.1407
AlN,Y,0.111,v3,Al,15,N-Al-N,97.354
AlN,Y,0.111,v3,Al,15,N-Al-N,106.2942
AlN,Y,0.111,v3,Al,15,N-Al-N,110.6104
AlN,Y,0.111,v3,Al,15,N-Al-N,117.3116
AlN,Y,0.111,v3,Al,15,N-Al-N,112.3476
AlN,Y,0.111,v3,Al,15,N-Al-N,111.6896
AlN,Y,0.111,v3,Al,16,N-Al-N,100.8343
AlN,Y,0.111,v3,Al,16,N-Al-N,114.7828
AlN,Y,0.111,v3,Al,16,N-Al-N,112.7249
AlN,Y,0.111,v3,Al,16,N-Al-N,114.289
AlN,Y,0.111,v3,Al,16,N-Al-N,112.3059
AlN,Y,0.111,v3,Al,16,N-Al-N,102.3884
AlN,Y,0.111,v3,Al,17,N-Al-N,104.6942
AlN,Y,0.111,v3,Al,17,N-Al-N,109.4915
AlN,Y,0.111,v3,Al,17,N-Al-N,114.7859
AlN,Y,0.111,v3,Al,17,N-Al-N,109.8625
AlN,Y,0.111,v3,Al,17,N-Al-N,113.7754
AlN,Y,0.111,v3,Al,17,N-Al-N,104.241
AlN,Y,0.111,v3,Al,18,N-Al-N,108.3228
AlN,Y,0.111,v3,Al,18,N-Al-N,108.5145
AlN,Y,0.111,v3,Al,18,N-Al-N,107.0956
AlN,Y,0.111,v3,Al,18,N-Al-N,109.6938
AlN,Y,0.111,v3,Al,18,N-Al-N,110.8553
AlN,Y,0.111,v3,Al,18,N-Al-N,112.2239
AlN,Y,0.111,v3,Al,19,N-Al-N,104.8134
AlN,Y,0.111,v3,Al,19,N-Al-N,109.321
AlN,Y,0.111,v3,Al,19,N-Al-N,110.7871
AlN,Y,0.111,v3,Al,19,N-Al-N,109.8477
AlN,Y,0.111,v3,Al,19,N-Al-N,113.1623
AlN,Y,0.111,v3,Al,19,N-Al-N,108.8182
AlN,Y,0.111,v3,Al,20,N-Al-N,106.4975
AlN,Y,0.111,v3,Al,20,N-Al-N,104.9276
AlN,Y,0.111,v3,Al,20,N-Al-N,117.8072
AlN,Y,0.111,v3,Al,20,N-Al-N,114.2839
AlN,Y,0.111,v3,Al,20,N-Al-N,100.1458
AlN,Y,0.111,v3,Al,20,N-Al-N,113.3163
AlN,Y,0.111,v3,Al,21,N-Al-N,100.2821
AlN,Y,0.111,v3,Al,21,N-Al-N,116.5837
AlN,Y,0.111,v3,Al,21,N-Al-N,110.0131
AlN,Y,0.111,v3,Al,21,N-Al-N,116.5148
AlN,Y,0.111,v3,Al,21,N-Al-N,110.1309
AlN,Y,0.111,v3,Al,21,N-Al-N,103.4032
AlN,Y,0.111,v3,Al,22,N-Al-N,102.8608
AlN,Y,0.111,v3,Al,22,N-Al-N,110.0245
AlN,Y,0.111,v3,Al,22,N-Al-N,107.7865
AlN,Y,0.111,v3,Al,22,N-Al-N,113.9889
AlN,Y,0.111,v3,Al,22,N-Al-N,112.5049
AlN,Y,0.111,v3,Al,22,N-Al-N,109.3348
AlN,Y,0.111,v3,Al,23,N-Al-N,103.7415
AlN,Y,0.111,v3,Al,23,N-Al-N,102.3309
AlN,Y,0.111,v3,Al,23,N-Al-N,106.4749
AlN,Y,0.111,v3,Al,23,N-Al-N,117.2402
AlN,Y,0.111,v3,Al,23,N-Al-N,112.3082
AlN,Y,0.111,v3,Al,23,N-Al-N,113.1157
AlN,Y,0.111,v3,Al,24,N-Al-N,102.2988
AlN,Y,0.111,v3,Al,24,N-Al-N,112.3474
AlN,Y,0.111,v3,Al,24,N-Al-N,111.8575
AlN,Y,0.111,v3,Al,24,N-Al-N,109.9152
AlN,Y,0.111,v3,Al,24,N-Al-N,113.7776
AlN,Y,0.111,v3,Al,24,N-Al-N,106.7504
AlN,Y,0.111,v3,Al,25,N-Al-N,104.9644
AlN,Y,0.111,v3,Al,25,N-Al-N,108.1827
AlN,Y,0.111,v3,Al,25,N-Al-N,113.5954
AlN,Y,0.111,v3,Al,25,N-Al-N,108.8254
AlN,Y,0.111,v3,Al,25,N-Al-N,114.5315
AlN,Y,0.111,v3,Al,25,N-Al-N,106.5557
AlN,Y,0.111,v3,Al,26,N-Al-N,100.1577
AlN,Y,0.111,v3,Al,26,N-Al-N,106.5066
AlN,Y,0.111,v3,Al,26,N-Al-N,110.2713
AlN,Y,0.111,v3,Al,26,N-Al-N,116.4986
AlN,Y,0.111,v3,Al,26,N-Al-N,111.8745
AlN,Y,0.111,v3,Al,26,N-Al-N,110.7814
AlN,Y,0.111,v3,Al,27,N-Al-N,104.2565
AlN,Y,0.111,v3,Al,27,N-Al-N,114.3833
AlN,Y,0.111,v3,Al,27,N-Al-N,109.0101
AlN,Y,0.111,v3,Al,27,N-Al-N,115.7306
AlN,Y,0.111,v3,Al,27,N-Al-N,107.016
AlN,Y,0.111,v3,Al,27,N-Al-N,106.1405
AlN,Y,0.111,v3,Al,28,N-Al-N,107.4838
AlN,Y,0.111,v3,Al,28,N-Al-N,106.018
AlN,Y,0.111,v3,Al,28,N-Al-N,115.3243
AlN,Y,0.111,v3,Al,28,N-Al-N,106.0492
AlN,Y,0.111,v3,Al,28,N-Al-N,112.8336
AlN,Y,0.111,v3,Al,28,N-Al-N,108.5321
AlN,Y,0.111,v3,Al,29,N-Al-N,107.3375
AlN,Y,0.111,v3,Al,29,N-Al-N,104.0735
AlN,Y,0.111,v3,Al,29,N-Al-N,112.949
AlN,Y,0.111,v3,Al,29,N-Al-N,115.6857
AlN,Y,0.111,v3,Al,29,N-Al-N,105.6195
AlN,Y,0.111,v3,Al,29,N-Al-N,111.3174
AlN,Y,0.111,v3,Al,30,N-Al-N,108.185
AlN,Y,0.111,v3,Al,30,N-Al-N,107.5824
AlN,Y,0.111,v3,Al,30,N-Al-N,105.3509
AlN,Y,0.111,v3,Al,30,N-Al-N,112.7455
AlN,Y,0.111,v3,Al,30,N-Al-N,110.8813
AlN,Y,0.111,v3,Al,30,N-Al-N,111.7026
AlN,Y,0.111,v3,Al,31,N-Al-N,104.3455
AlN,Y,0.111,v3,Al,31,N-Al-N,108.7849
AlN,Y,0.111,v3,Al,31,N-Al-N,112.329
AlN,Y,0.111,v3,Al,31,N-Al-N,109.8787
AlN,Y,0.111,v3,Al,31,N-Al-N,113.5351
AlN,Y,0.111,v3,Al,31,N-Al-N,107.8739
AlN,Y,0.111,v3,Al,32,N-Al-N,100.7249
AlN,Y,0.111,v3,Al,32,N-Al-N,104.3071
AlN,Y,0.111,v3,Al,32,N-Al-N,110.3002
AlN,Y,0.111,v3,Al,32,N-Al-N,117.4212
AlN,Y,0.111,v3,Al,32,N-Al-N,110.4845
AlN,Y,0.111,v3,Al,32,N-Al-N,112.5838
AlN,Y,0.111,v3,Y,33,N-Y-N,116.7948
AlN,Y,0.111,v3,Y,33,N-Y-N,113.8765
AlN,Y,0.111,v3,Y,33,N-Y-N,99.6392
AlN,Y,0.111,v3,Y,33,N-Y-N,116.6305
AlN,Y,0.111,v3,Y,33,N-Y-N,101.0677
AlN,Y,0.111,v3,Y,33,N-Y-N,105.4091
AlN,Y,0.111,v3,Y,34,N-Y-N,103.4763
AlN,Y,0.111,v3,Y,34,N-Y-N,115.5808
AlN,Y,0.111,v3,Y,34,N-Y-N,108.2745
AlN,Y,0.111,v3,Y,34,N-Y-N,115.4822
AlN,Y,0.111,v3,Y,34,N-Y-N,110.6598
AlN,Y,0.111,v3,Y,34,N-Y-N,103.3267
AlN,Y,0.111,v3,Y,35,N-Y-N,110.3351
AlN,Y,0.111,v3,Y,35,N-Y-N,116.5555
AlN,Y,0.111,v3,Y,35,N-Y-N,103.5192
AlN,Y,0.111,v3,Y,35,N-Y-N,114.4354
AlN,Y,0.111,v3,Y,35,N-Y-N,103.0663
AlN,Y,0.111,v3,Y,35,N-Y-N,107.3473
AlN,Y,0.111,v3,Y,36,N-Y-N,103.8969
AlN,Y,0.111,v3,Y,36,N-Y-N,117.9655
AlN,Y,0.111,v3,Y,36,N-Y-N,104.9122
AlN,Y,0.111,v3,Y,36,N-Y-N,117.0882
AlN,Y,0.111,v3,Y,36,N-Y-N,105.6635
AlN,Y,0.111,v3,Y,36,N-Y-N,106.1012
AlN,Y,0.167,v0,Al,1,N-Al-N,103.3226
AlN,Y,0.167,v0,Al,1,N-Al-N,115.1384
AlN,Y,0.167,v0,Al,1,N-Al-N,107.3201
AlN,Y,0.167,v0,Al,1,N-Al-N,114.9924
AlN,Y,0.167,v0,Al,1,N-Al-N,109.7367
AlN,Y,0.167,v0,Al,1,N-Al-N,106.1011
AlN,Y,0.167,v0,Al,2,N-Al-N,108.6037
AlN,Y,0.167,v0,Al,2,N-Al-N,104.6793
AlN,Y,0.167,v0,Al,2,N-Al-N,113.1881
AlN,Y,0.167,v0,Al,2,N-Al-N,105.6396
AlN,Y,0.167,v0,Al,2,N-Al-N,115.5015
AlN,Y,0.167,v0,Al,2,N-Al-N,108.4045
AlN,Y,0.167,v0,Al,3,N-Al-N,106.3365
AlN,Y,0.167,v0,Al,3,N-Al-N,106.6065
AlN,Y,0.167,v0,Al,3,N-Al-N,111.7518
AlN,Y,0.167,v0,Al,3,N-Al-N,114.3993
AlN,Y,0.167,v0,Al,3,N-Al-N,107.8235
AlN,Y,0.167,v0,Al,3,N-Al-N,109.9336
AlN,Y,0.167,v0,Al,4,N-Al-N,106.5255
AlN,Y,0.167,v0,Al,4,N-Al-N,107.4035
AlN,Y,0.167,v0,Al,4,N-Al-N,108.2011
AlN,Y,0.167,v0,Al,4,N-Al-N,112.1416
AlN,Y,0.167,v0,Al,4,N-Al-N,109.8188
AlN,Y,0.167,v0,Al,4,N-Al-N,112.468
AlN,Y,0.167,v0,Al,5,N-Al-N,107.086
AlN,Y,0.167,v0,Al,5,N-Al-N,108.0684
AlN,Y,0.167,v0,Al,5,N-Al-N,108.7756
AlN,Y,0.167,v0,Al,5,N-Al-N,109.8446
AlN,Y,0.167,v0,Al,5,N-Al-N,111.5807
AlN,Y,0.167,v0,Al,5,N-Al-N,111.3239
AlN,Y,0.167,v0,Al,6,N-Al-N,111.4501
AlN,Y,0.167,v0,Al,6,N-Al-N,106.59
AlN,Y,0.167,v0,Al,6,N-Al-N,106.2929
AlN,Y,0.167,v0,Al,6,N-Al-N,104.7657
AlN,Y,0.167,v0,Al,6,N-Al-N,116.5037
AlN,Y,0.167,v0,Al,6,N-Al-N,110.8912
AlN,Y,0.167,v0,Al,7,N-Al-N,101.9152
AlN,Y,0.167,v0,Al,7,N-Al-N,110.6769
AlN,Y,0.167,v0,Al,7,N-Al-N,115.2052
AlN,Y,0.167,v0,Al,7,N-Al-N,112.6358
AlN,Y,0.167,v0,Al,7,N-Al-N,114.3604
AlN,Y,0.167,v0,Al,7,N-Al-N,102.4206
AlN,Y,0.167,v0,Al,8,N-Al-N,109.2995
AlN,Y,0.167,v0,Al,8,N-Al-N,102.6945
AlN,Y,0.167,v0,Al,8,N-Al-N,113.1261
AlN,Y,0.167,v0,Al,8,N-Al-N,111.7343
AlN,Y,0.167,v0,Al,8,N-Al-N,105.7174
AlN,Y,0.167,v0,Al,8,N-Al-N,114.3394
AlN,Y,0.167,v0,Al,9,N-Al-N,102.2863
AlN,Y,0.167,v0,Al,9,N-Al-N,113.2221
AlN,Y,0.167,v0,Al,9,N-Al-N,109.6419
AlN,Y,0.167,v0,Al,9,N-Al-N,111.8491
AlN,Y,0.167,v0,Al,9,N-Al-N,111.9761
AlN,Y,0.167,v0,Al,9,N-Al-N,107.8655
AlN,Y,0.167,v0,Al,10,N-Al-N,102.8561
AlN,Y,0.167,v0,Al,10,N-Al-N,110.6914
AlN,Y,0.167,v0,Al,10,N-Al-N,112.4483
AlN,Y,0.167,v0,Al,10,N-Al-N,109.6708
AlN,Y,0.167,v0,Al,10,N-Al-N,114.3728
AlN,Y,0.167,v0,Al,10,N-Al-N,106.8243
AlN,Y,0.167,v0,Al,11,N-Al-N,109.1233
AlN,Y,0.167,v0,Al,11,N-Al-N,103.8544
AlN,Y,0.167,v0,Al,11,N-Al-N,113.5362
AlN,Y,0.167,v0,Al,11,N-Al-N,111.944
AlN,Y,0.167,v0,Al,11,N-Al-N,103.4572
AlN,Y,0.167,v0,Al,11,N-Al-N,115.0386
AlN,Y,0.167,v0,Al,12,N-Al-N,107.0447
AlN,Y,0.167,v0,Al,12,N-Al-N,103.5296
AlN,Y,0.167,v0,Al,12,N-Al-N,104.7108
AlN,Y,0.167,v0,Al,12,N-Al-N,113.6552
AlN,Y,0.167,v0,Al,12,N-Al-N,112.3108
AlN,Y,0.167,v0,Al,12,N-Al-N,114.4622
AlN,Y,0.167,v0,Al,13,N-Al-N,98.5967
AlN,Y,0.167,v0,Al,13,N-Al-N,111.513
AlN,Y,0.167,v0,Al,13,N-Al-N,113.9177
AlN,Y,0.167,v0,Al,13,N-Al-N,111.8875
AlN,Y,0.167,v0,Al,13,N-Al-N,115.1818
AlN,Y,0.167,v0,Al,13,N-Al-N,105.8749
AlN,Y,0.167,v0,Al,14,N-Al-N,107.8889
AlN,Y,0.167,v0,Al,14,N-Al-N,103.6108
AlN,Y,0.167,v0,Al,14,N-Al-N,112.2633
AlN,Y,0.167,v0,Al,14,N-Al-N,110.3119
AlN,Y,0.167,v0,Al,14,N-Al-N,111.965
AlN,Y,0.167,v0,Al,14,N-Al-N,110.4634
AlN,Y,0.167,v0,Al,15,N-Al-N,108.3255
AlN,Y,0.167,v0,Al,15,N-Al-N,106.0446
AlN,Y,0.167,v0,Al,15,N-Al-N,115.9957
AlN,Y,0.167,v0,Al,15,N-Al-N,107.9782
AlN,Y,0.167,v0,Al,15,N-Al-N,116.533
AlN,Y,0.167,v0,Al,15,N-Al-N,100.9141
AlN,Y,0.167,v0,Al,16,N-Al-N,103.1103
AlN,Y,0.167,v0,Al,16,N-Al-N,107.6482
AlN,Y,0.167,v0,Al,16,N-Al-N,101.1894
AlN,Y,0.167,v0,Al,16,N-Al-N,107.3173
AlN,Y,0.167,v0,Al,16,N-Al-N,119.4364
AlN,Y,0.167,v0,Al,16,N-Al-N,116.4629
AlN,Y,0.167,v0,Al,17,N-Al-N,109.0892
AlN,Y,0.167,v0,Al,17,N-Al-N,106.4333
AlN,Y,0.167,v0,Al,17,N-Al-N,115.4108
AlN,Y,0.167,v0,Al,17,N-Al-N,109.4598
AlN,Y,0.167,v0,Al,17,N-Al-N,101.5686
AlN,Y,0.167,v0,Al,17,N-Al-N,114.6689
AlN,Y,0.167,v0,Al,18,N-Al-N,103.5707
AlN,Y,0.167,v0,Al,18,N-Al-N,109.0756
AlN,Y,0.167,v0,Al,18,N-Al-N,113.5316
AlN,Y,0.167,v0,Al,18,N-Al-N,108.2081
AlN,Y,0.167,v0,Al,18,N-Al-N,114.8794
AlN,Y,0.167,v0,Al,18,N-Al-N,107.3772
AlN,Y,0.167,v0,Al,19,N-Al-N,106.1561
AlN,Y,0.167,v0,Al,19,N-Al-N,110.6071
AlN,Y,0.167,v0,Al,19,N-Al-N,104.4789
AlN,Y,0.167,v0,Al,19,N-Al-N,105.2226
AlN,Y,0.167,v0,Al,19,N-Al-N,116.6569
AlN,Y,0.167,v0,Al,19,N-Al-N,113.5097
AlN,Y,0.167,v0,Al,20,N-Al-N,104.189
AlN,Y,0.167,v0,Al,20,N-Al-N,105.0183
AlN,Y,0.167,v0,Al,20,N-Al-N,116.7167
AlN,Y,0.167,v0,Al,20,N-Al-N,112.2322
AlN,Y,0.167,v0,Al,20,N-Al-N,115.8129
AlN,Y,0.167,v0,Al,20,N-Al-N,102.5704
AlN,Y,0.167,v0,Al,21,N-Al-N,103.5747
AlN,Y,0.167,v0,Al,21,N-Al-N,107.0615
AlN,Y,0.167,v0,Al,21,N-Al-N,115.1792
AlN,Y,0.167,v0,Al,21,N-Al-N,111.0586
AlN,Y,0.167,v0,Al,21,N-Al-N,112.8917
AlN,Y,0.167,v0,Al,21,N-Al-N,106.979
AlN,Y,0.167,v0,Al,22,N-Al-N,104.167
AlN,Y,0.167,v0,Al,22,N-Al-N,108.5218
AlN,Y,0.167,v0,Al,22,N-Al-N,100.9992
AlN,Y,0.167,v0,Al,22,N-Al-N,106.137
AlN,Y,0.167,v0,Al,22,N-Al-N,119.3897
AlN,Y,0.167,v0,Al,22,N-Al-N,116.3862
AlN,Y,0.167,v0,Al,23,N-Al-N,107.8993
AlN,Y,0.167,v0,Al,23,N-Al-N,110.1116
AlN,Y,0.167,v0,Al,23,N-Al-N,100.8411
AlN,Y,0.167,v0,Al,23,N-Al-N,107.1428
AlN,Y,0.167,v0,Al,23,N-Al-N,116.0291
AlN,Y,0.167,v0,Al,23,N-Al-N,114.4662
AlN,Y,0.167,v0,Al,24,N-Al-N,106.7432
AlN,Y,0.167,v0,Al,24,N-Al-N,105.5985
AlN,Y,0.167,v0,Al,24,N-Al-N,115.465
AlN,Y,0.167,v0,Al,24,N-Al-N,108.7975
AlN,Y,0.167,v0,Al,24,N-Al-N,104.7885
AlN,Y,0.167,v0,Al,24,N-Al-N,115.0547
AlN,Y,0.167,v0,Al,25,N-Al-N,103.6428
AlN,Y,0.167,v0,Al,25,N-Al-N,109.3188
AlN,Y,0.167,v0,Al,25,N-Al-N,112.1407
AlN,Y,0.167,v0,Al,25,N-Al-N,110.2216
AlN,Y,0.167,v0,Al,25,N-Al-N,114.3965
AlN,Y,0.167,v0,Al,25,N-Al-N,107.0754
AlN,Y,0.167,v0,Al,26,N-Al-N,106.0307
AlN,Y,0.167,v0,Al,26,N-Al-N,108.5361
AlN,Y,0.167,v0,Al,26,N-Al-N,110.5381
AlN,Y,0.167,v0,Al,26,N-Al-N,114.4889
AlN,Y,0.167,v0,Al,26,N-Al-N,109.2327
AlN,Y,0.167,v0,Al,26,N-Al-N,108.0046
AlN,Y,0.167,v0,Al,27,N-Al-N,103.1764
AlN,Y,0.167,v0,Al,27,N-Al-N,108.3971
AlN,Y,0.167,v0,Al,27,N-Al-N,102.9881
AlN,Y,0.167,v0,Al,27,N-Al-N,116.0348
AlN,Y,0.167,v0,Al,27,N-Al-N,112.0544
AlN,Y,0.167,v0,Al,27,N-Al-N,112.7819
AlN,Y,0.167,v0,Al,28,N-Al-N,107.636
AlN,Y,0.167,v0,Al,28,N-Al-N,109.577
AlN,Y,0.167,v0,Al,28,N-Al-N,109.3166
AlN,Y,0.167,v0,Al,28,N-Al-N,105.417
AlN,Y,0.167,v0,Al,28,N-Al-N,117.8233
AlN,Y,0.167,v0,Al,28,N-Al-N,106.836
AlN,Y,0.167,v0,Al,29,N-Al-N,107.8998
AlN,Y,0.167,v0,Al,29,N-Al-N,108.8651
AlN,Y,0.167,v0,Al,29,N-Al-N,100.6333
AlN,Y,0.167,v0,Al,29,N-Al-N,106.7661
AlN,Y,0.167,v0,Al,29,N-Al-N,115.9022
AlN,Y,0.167,v0,Al,29,N-Al-N,116.2254
AlN,Y,0.167,v0,Al,30,N-Al-N,104.0947
AlN,Y,0.167,v0,Al,30,N-Al-N,109.2416
AlN,Y,0.167,v0,Al,30,N-Al-N,113.1444
AlN,Y,0.167,v0,Al,30,N-Al-N,110.3705
AlN,Y,0.167,v0,Al,30,N-Al-N,113.1826
AlN,Y,0.167,v0,Al,30,N-Al-N,106.8044
AlN,Y,0.167,v0,Y,31,N-Y-N,104.7108
AlN,Y,0.167,v0,Y,31,N-Y-N,118.1307
AlN,Y,0.167,v0,Y,31,N-Y-N,108.3127
AlN,Y,0.167,v0,Y,31,N-Y-N,114.6241
AlN,Y,0.167,v0,Y,31,N-Y-N,103.3006
AlN,Y,0.167,v0,Y,31,N-Y-N,106.6769
AlN,Y,0.167,v0,Y,32,N-Y-N,104.719
AlN,Y,0.167,v0,Y,32,N-Y-N,112.3106
AlN,Y,0.167,v0,Y,32,N-Y-N,108.0753
AlN,Y,0.167,v0,Y,32,N-Y-N,116.543
AlN,Y,0.167,v0,Y,32,N-Y-N,107.0928
AlN,Y,0.167,v0,Y,32,N-Y-N,107.7277
AlN,Y,0.167,v0,Y,33,N-Y-N,107.9809
AlN,Y,0.167,v0,Y,33,N-Y-N,106.1905
AlN,Y,0.167,v0,Y,33,N-Y-N,113.3059
AlN,Y,0.167,v0,Y,33,N-Y-N,107.1536
AlN,Y,0.167,v0,Y,33,N-Y-N,119.6807
AlN,Y,0.167,v0,Y,33,N-Y-N,101.3547
AlN,Y,0.167,v0,Y,34,N-Y-N,113.6363
AlN,Y,0.167,v0,Y,34,N-Y-N,114.5666
AlN,Y,0.167,v0,Y,34,N-Y-N,103.1576
AlN,Y,0.167,v0,Y,34,N-Y-N,77.5352
AlN,Y,0.167,v0,Y,34,N-Y-N,118.0479
AlN,Y,0.167,v0,Y,34,N-Y-N,100.833
AlN,Y,0.167,v0,Y,34,N-Y-N,78.1421
AlN,Y,0.167,v0,Y,34,N-Y-N,103.6363
AlN,Y,0.167,v0,Y,34,N-Y-N,76.713
AlN,Y,0.167,v0,Y,34,N-Y-N,178.9464
AlN,Y,0.167,v0,Y,35,N-Y-N,102.1803
AlN,Y,0.167,v0,Y,35,N-Y-N,116.49
AlN,Y,0.167,v0,Y,35,N-Y-N,99.8405
AlN,Y,0.167,v0,Y,35,N-Y-N,115.404
AlN,Y,0.167,v0,Y,35,N-Y-N,110.4523
AlN,Y,0.167,v0,Y,35,N-Y-N,111.1294
AlN,Y,0.167,v0,Y,36,N-Y-N,118.3003
AlN,Y,0.167,v0,Y,36,N-Y-N,118.9735
AlN,Y,0.167,v0,Y,36,N-Y-N,100.3211
AlN,Y,0.167,v0,Y,36,N-Y-N,78.3197
AlN,Y,0.167,v0,Y,36,N-Y-N,112.0855
AlN,Y,0.167,v0,Y,36,N-Y-N,98.0169
AlN,Y,0.167,v0,Y,36,N-Y-N,79.5843
AlN,Y,0.167,v0,Y,36,N-Y-N,104.5694
AlN,Y,0.167,v0,Y,36,N-Y-N,79.2187
AlN,Y,0.167,v0,Y,36,N-Y-N,176.1145
AlN,Y,0.167,v1,Al,1,N-Al-N,109.5676
AlN,Y,0.167,v1,Al,1,N-Al-N,109.4203
AlN,Y,0.167,v1,Al,1,N-Al-N,107.434
AlN,Y,0.167,v1,Al,1,N-Al-N,107.8931
AlN,Y,0.167,v1,Al,1,N-Al-N,114.7944
AlN,Y,0.167,v1,Al,1,N-Al-N,107.6357
AlN,Y,0.167,v1,Al,2,N-Al-N,107.9263
AlN,Y,0.167,v1,Al,2,N-Al-N,116.9358
AlN,Y,0.167,v1,Al,2,N-Al-N,105.1924
AlN,Y,0.167,v1,Al,2,N-Al-N,105.852
AlN,Y,0.167,v1,Al,2,N-Al-N,111.1327
AlN,Y,0.167,v1,Al,2,N-Al-N,109.8448
AlN,Y,0.167,v1,Al,3,N-Al-N,100.7737
AlN,Y,0.167,v1,Al,3,N-Al-N,104.9173
AlN,Y,0.167,v1,Al,3,N-Al-N,107.8017
AlN,Y,0.167,v1,Al,3,N-Al-N,119.3009
AlN,Y,0.167,v1,Al,3,N-Al-N,112.8085
AlN,Y,0.167,v1,Al,3,N-Al-N,109.916
AlN,Y,0.167,v1,Al,4,N-Al-N,108.4445
AlN,Y,0.167,v1,Al,4,N-Al-N,110.765
AlN,Y,0.167,v1,Al,4,N-Al-N,106.7795
AlN,Y,0.167,v1,Al,4,N-Al-N,103.6941
AlN,Y,0.167,v1,Al,4,N-Al-N,116.8838
AlN,Y,0.167,v1,Al,4,N-Al-N,110.2632
AlN,Y,0.167,v1,Al,5,N-Al-N,107.5159
AlN,Y,0.167,v1,Al,5,N-Al-N,102.8606
AlN,Y,0.167,v1,Al,5,N-Al-N,114.9246
AlN,Y,0.167,v1,Al,5,N-Al-N,116.8918
AlN,Y,0.167,v1,Al,5,N-Al-N,104.6206
AlN,Y,0.167,v1,Al,5,N-Al-N,110.408
AlN,Y,0.167,v1,Al,6,N-Al-N,104.9406
AlN,Y,0.167,v1,Al,6,N-Al-N,107.5296
AlN,Y,0.167,v1,Al,6,N-Al-N,116.4262
AlN,Y,0.167,v1,Al,6,N-Al-N,109.4604
AlN,Y,0.167,v1,Al,6,N-Al-N,104.4741
AlN,Y,0.167,v1,Al,6,N-Al-N,113.4905
AlN,Y,0.167,v1,Al,7,N-Al-N,117.9744
AlN,Y,0.167,v1,Al,7,N-Al-N,100.367
AlN,Y,0.167,v1,Al,7,N-Al-N,111.8638
AlN,Y,0.167,v1,Al,7,N-Al-N,107.1033
AlN,Y,0.167,v1,Al,7,N-Al-N,110.7307
AlN,Y,0.167,v1,Al,7,N-Al-N,107.7206
AlN,Y,0.167,v1,Al,8,N-Al-N,111.419
AlN,Y,0.167,v1,Al,8,N-Al-N,109.4029
AlN,Y,0.167,v1,Al,8,N-Al-N,105.4947
AlN,Y,0.167,v1,Al,8,N-Al-N,102.2967
AlN,Y,0.167,v1,Al,8,N-Al-N,117.879
AlN,Y,0.167,v1,Al,8,N-Al-N,110.2406
AlN,Y,0.167,v1,Al,9,N-Al-N,106.8347
AlN,Y,0.167,v1,Al,9,N-Al-N,105.0328
AlN,Y,0.167,v1,Al,9,N-Al-N,115.6318
AlN,Y,0.167,v1,Al,9,N-Al-N,109.5469
AlN,Y,0.167,v1,Al,9,N-Al-N,114.0393
AlN,Y,0.167,v1,Al,9,N-Al-N,105.2905
AlN,Y,0.167,v1,Al,10,N-Al-N,102.3174
AlN,Y,0.167,v1,Al,10,N-Al-N,102.0571
AlN,Y,0.167,v1,Al,10,N-Al-N,107.7883
AlN,Y,0.167,v1,Al,10,N-Al-N,115.9809
