base_strc,alloy,x,version,cation,cation_no,angle_label,bond_angle_deg
AlN,Y,0.278,v3,Al,2,N-Al-N,115.4918
AlN,Y,0.278,v3,Al,3,N-Al-N,109.6454
AlN,Y,0.278,v3,Al,3,N-Al-N,106.0738
AlN,Y,0.278,v3,Al,3,N-Al-N,112.2619
AlN,Y,0.278,v3,Al,3,N-Al-N,104.296
AlN,Y,0.278,v3,Al,3,N-Al-N,115.2817
AlN,Y,0.278,v3,Al,3,N-Al-N,108.5697
AlN,Y,0.278,v3,Al,4,N-Al-N,101.944
AlN,Y,0.278,v3,Al,4,N-Al-N,108.8733
AlN,Y,0.278,v3,Al,4,N-Al-N,117.2046
AlN,Y,0.278,v3,Al,4,N-Al-N,120.0515
AlN,Y,0.278,v3,Al,4,N-Al-N,104.8822
AlN,Y,0.278,v3,Al,4,N-Al-N,104.5821
AlN,Y,0.278,v3,Al,5,N-Al-N,107.5744
AlN,Y,0.278,v3,Al,5,N-Al-N,108.8539
AlN,Y,0.278,v3,Al,5,N-Al-N,106.545
AlN,Y,0.278,v3,Al,5,N-Al-N,115.9313
AlN,Y,0.278,v3,Al,5,N-Al-N,110.478
AlN,Y,0.278,v3,Al,5,N-Al-N,107.0728
AlN,Y,0.278,v3,Al,6,N-Al-N,104.6836
AlN,Y,0.278,v3,Al,6,N-Al-N,107.4732
AlN,Y,0.278,v3,Al,6,N-Al-N,104.6428
AlN,Y,0.278,v3,Al,6,N-Al-N,106.8642
AlN,Y,0.278,v3,Al,6,N-Al-N,115.909
AlN,Y,0.278,v3,Al,6,N-Al-N,116.3273
AlN,Y,0.278,v3,Al,7,N-Al-N,118.9003
AlN,Y,0.278,v3,Al,7,N-Al-N,105.8772
AlN,Y,0.278,v3,Al,7,N-Al-N,106.3999
AlN,Y,0.278,v3,Al,7,N-Al-N,98.2091
AlN,Y,0.278,v3,Al,7,N-Al-N,108.1107
AlN,Y,0.278,v3,Al,7,N-Al-N,120.0262
AlN,Y,0.278,v3,Al,8,N-Al-N,108.5412
AlN,Y,0.278,v3,Al,8,N-Al-N,106.6556
AlN,Y,0.278,v3,Al,8,N-Al-N,107.1814
AlN,Y,0.278,v3,Al,8,N-Al-N,111.4707
AlN,Y,0.278,v3,Al,8,N-Al-N,110.054
AlN,Y,0.278,v3,Al,8,N-Al-N,112.7065
AlN,Y,0.278,v3,Al,9,N-Al-N,103.9415
AlN,Y,0.278,v3,Al,9,N-Al-N,113.6534
AlN,Y,0.278,v3,Al,9,N-Al-N,107.7963
AlN,Y,0.278,v3,Al,9,N-Al-N,103.2327
AlN,Y,0.278,v3,Al,9,N-Al-N,116.5188
AlN,Y,0.278,v3,Al,9,N-Al-N,111.618
AlN,Y,0.278,v3,Al,10,N-Al-N,110.9512
AlN,Y,0.278,v3,Al,10,N-Al-N,107.5223
AlN,Y,0.278,v3,Al,10,N-Al-N,105.197
AlN,Y,0.278,v3,Al,10,N-Al-N,106.3026
AlN,Y,0.278,v3,Al,10,N-Al-N,108.4572
AlN,Y,0.278,v3,Al,10,N-Al-N,118.4034
AlN,Y,0.278,v3,Al,11,N-Al-N,108.4026
AlN,Y,0.278,v3,Al,11,N-Al-N,114.0103
AlN,Y,0.278,v3,Al,11,N-Al-N,94.3703
AlN,Y,0.278,v3,Al,11,N-Al-N,105.2225
AlN,Y,0.278,v3,Al,11,N-Al-N,118.459
AlN,Y,0.278,v3,Al,11,N-Al-N,116.1897
AlN,Y,0.278,v3,Al,12,N-Al-N,108.7479
AlN,Y,0.278,v3,Al,12,N-Al-N,119.6556
AlN,Y,0.278,v3,Al,12,N-Al-N,102.9649
AlN,Y,0.278,v3,Al,12,N-Al-N,107.7848
AlN,Y,0.278,v3,Al,12,N-Al-N,114.0624
AlN,Y,0.278,v3,Al,12,N-Al-N,103.7437
AlN,Y,0.278,v3,Al,13,N-Al-N,107.4294
AlN,Y,0.278,v3,Al,13,N-Al-N,106.8289
AlN,Y,0.278,v3,Al,13,N-Al-N,117.949
AlN,Y,0.278,v3,Al,13,N-Al-N,105.7795
AlN,Y,0.278,v3,Al,13,N-Al-N,115.6662
AlN,Y,0.278,v3,Al,13,N-Al-N,102.0133
AlN,Y,0.278,v3,Al,14,N-Al-N,110.7948
AlN,Y,0.278,v3,Al,14,N-Al-N,111.4179
AlN,Y,0.278,v3,Al,14,N-Al-N,105.7622
AlN,Y,0.278,v3,Al,14,N-Al-N,100.7081
AlN,Y,0.278,v3,Al,14,N-Al-N,107.4357
AlN,Y,0.278,v3,Al,14,N-Al-N,120.5034
AlN,Y,0.278,v3,Al,15,N-Al-N,107.1699
AlN,Y,0.278,v3,Al,15,N-Al-N,112.7274
AlN,Y,0.278,v3,Al,15,N-Al-N,102.15
AlN,Y,0.278,v3,Al,15,N-Al-N,103.1441
AlN,Y,0.278,v3,Al,15,N-Al-N,118.553
AlN,Y,0.278,v3,Al,15,N-Al-N,113.2564
AlN,Y,0.278,v3,Al,16,N-Al-N,103.0699
AlN,Y,0.278,v3,Al,16,N-Al-N,106.5427
AlN,Y,0.278,v3,Al,16,N-Al-N,119.3212
AlN,Y,0.278,v3,Al,16,N-Al-N,108.6813
AlN,Y,0.278,v3,Al,16,N-Al-N,118.2768
AlN,Y,0.278,v3,Al,16,N-Al-N,100.146
AlN,Y,0.278,v3,Al,17,N-Al-N,102.5151
AlN,Y,0.278,v3,Al,17,N-Al-N,106.9879
AlN,Y,0.278,v3,Al,17,N-Al-N,116.8043
AlN,Y,0.278,v3,Al,17,N-Al-N,114.5066
AlN,Y,0.278,v3,Al,17,N-Al-N,113.8093
AlN,Y,0.278,v3,Al,17,N-Al-N,102.4939
AlN,Y,0.278,v3,Al,18,N-Al-N,107.5949
AlN,Y,0.278,v3,Al,18,N-Al-N,108.16
AlN,Y,0.278,v3,Al,18,N-Al-N,113.177
AlN,Y,0.278,v3,Al,18,N-Al-N,108.3258
AlN,Y,0.278,v3,Al,18,N-Al-N,113.5353
AlN,Y,0.278,v3,Al,18,N-Al-N,105.8326
AlN,Y,0.278,v3,Al,19,N-Al-N,115.8772
AlN,Y,0.278,v3,Al,19,N-Al-N,114.4952
AlN,Y,0.278,v3,Al,19,N-Al-N,100.3684
AlN,Y,0.278,v3,Al,19,N-Al-N,105.5006
AlN,Y,0.278,v3,Al,19,N-Al-N,110.0777
AlN,Y,0.278,v3,Al,19,N-Al-N,110.5086
AlN,Y,0.278,v3,Al,20,N-Al-N,115.0131
AlN,Y,0.278,v3,Al,20,N-Al-N,107.6166
AlN,Y,0.278,v3,Al,20,N-Al-N,110.4631
AlN,Y,0.278,v3,Al,20,N-Al-N,100.1737
AlN,Y,0.278,v3,Al,20,N-Al-N,115.4261
AlN,Y,0.278,v3,Al,20,N-Al-N,107.0338
AlN,Y,0.278,v3,Al,21,N-Al-N,107.5998
AlN,Y,0.278,v3,Al,21,N-Al-N,115.2244
AlN,Y,0.278,v3,Al,21,N-Al-N,104.6925
AlN,Y,0.278,v3,Al,21,N-Al-N,102.7429
AlN,Y,0.278,v3,Al,21,N-Al-N,112.9132
AlN,Y,0.278,v3,Al,21,N-Al-N,113.7636
AlN,Y,0.278,v3,Al,22,N-Al-N,109.5871
AlN,Y,0.278,v3,Al,22,N-Al-N,114.6157
AlN,Y,0.278,v3,Al,22,N-Al-N,109.1657
AlN,Y,0.278,v3,Al,22,N-Al-N,106.0073
AlN,Y,0.278,v3,Al,22,N-Al-N,115.7089
AlN,Y,0.278,v3,Al,22,N-Al-N,101.7213
AlN,Y,0.278,v3,Al,23,N-Al-N,108.9092
AlN,Y,0.278,v3,Al,23,N-Al-N,104.2923
AlN,Y,0.278,v3,Al,23,N-Al-N,111.5687
AlN,Y,0.278,v3,Al,23,N-Al-N,114.5512
AlN,Y,0.278,v3,Al,23,N-Al-N,103.3498
AlN,Y,0.278,v3,Al,23,N-Al-N,114.272
AlN,Y,0.278,v3,Al,24,N-Al-N,113.0978
AlN,Y,0.278,v3,Al,24,N-Al-N,111.182
AlN,Y,0.278,v3,Al,24,N-Al-N,107.1758
AlN,Y,0.278,v3,Al,24,N-Al-N,102.577
AlN,Y,0.278,v3,Al,24,N-Al-N,115.4625
AlN,Y,0.278,v3,Al,24,N-Al-N,107.1783
AlN,Y,0.278,v3,Al,25,N-Al-N,98.7531
AlN,Y,0.278,v3,Al,25,N-Al-N,110.051
AlN,Y,0.278,v3,Al,25,N-Al-N,114.6511
AlN,Y,0.278,v3,Al,25,N-Al-N,112.5897
AlN,Y,0.278,v3,Al,25,N-Al-N,116.1015
AlN,Y,0.278,v3,Al,25,N-Al-N,104.8502
AlN,Y,0.278,v3,Al,26,N-Al-N,106.446
AlN,Y,0.278,v3,Al,26,N-Al-N,109.8812
AlN,Y,0.278,v3,Al,26,N-Al-N,97.7653
AlN,Y,0.278,v3,Al,26,N-Al-N,105.1063
AlN,Y,0.278,v3,Al,26,N-Al-N,121.2531
AlN,Y,0.278,v3,Al,26,N-Al-N,115.5429
AlN,Y,0.278,v3,Y,27,N-Y-N,100.8441
AlN,Y,0.278,v3,Y,27,N-Y-N,104.4923
AlN,Y,0.278,v3,Y,27,N-Y-N,112.1217
AlN,Y,0.278,v3,Y,27,N-Y-N,112.7721
AlN,Y,0.278,v3,Y,27,N-Y-N,114.4174
AlN,Y,0.278,v3,Y,27,N-Y-N,111.3086
AlN,Y,0.278,v3,Y,28,N-Y-N,98.9547
AlN,Y,0.278,v3,Y,28,N-Y-N,103.8529
AlN,Y,0.278,v3,Y,28,N-Y-N,111.6838
AlN,Y,0.278,v3,Y,28,N-Y-N,113.3526
AlN,Y,0.278,v3,Y,28,N-Y-N,117.3706
AlN,Y,0.278,v3,Y,28,N-Y-N,110.2693
AlN,Y,0.278,v3,Y,29,N-Y-N,99.5556
AlN,Y,0.278,v3,Y,29,N-Y-N,108.717
AlN,Y,0.278,v3,Y,29,N-Y-N,113.339
AlN,Y,0.278,v3,Y,29,N-Y-N,109.1869
AlN,Y,0.278,v3,Y,29,N-Y-N,116.6945
AlN,Y,0.278,v3,Y,29,N-Y-N,108.8641
AlN,Y,0.278,v3,Y,30,N-Y-N,111.6649
AlN,Y,0.278,v3,Y,30,N-Y-N,91.6285
AlN,Y,0.278,v3,Y,30,N-Y-N,121.3916
AlN,Y,0.278,v3,Y,30,N-Y-N,102.7928
AlN,Y,0.278,v3,Y,30,N-Y-N,117.5455
AlN,Y,0.278,v3,Y,30,N-Y-N,106.0184
AlN,Y,0.278,v3,Y,31,N-Y-N,98.5231
AlN,Y,0.278,v3,Y,31,N-Y-N,103.2321
AlN,Y,0.278,v3,Y,31,N-Y-N,114.7088
AlN,Y,0.278,v3,Y,31,N-Y-N,110.6309
AlN,Y,0.278,v3,Y,31,N-Y-N,115.192
AlN,Y,0.278,v3,Y,31,N-Y-N,113.0838
AlN,Y,0.278,v3,Y,32,N-Y-N,95.7899
AlN,Y,0.278,v3,Y,32,N-Y-N,106.7283
AlN,Y,0.278,v3,Y,32,N-Y-N,125.2248
AlN,Y,0.278,v3,Y,32,N-Y-N,80.2385
AlN,Y,0.278,v3,Y,32,N-Y-N,95.4889
AlN,Y,0.278,v3,Y,32,N-Y-N,105.3169
AlN,Y,0.278,v3,Y,32,N-Y-N,174.1577
AlN,Y,0.278,v3,Y,32,N-Y-N,120.3553
AlN,Y,0.278,v3,Y,32,N-Y-N,81.6666
AlN,Y,0.278,v3,Y,32,N-Y-N,80.5106
AlN,Y,0.278,v3,Y,33,N-Y-N,106.5786
AlN,Y,0.278,v3,Y,33,N-Y-N,116.0468
AlN,Y,0.278,v3,Y,33,N-Y-N,106.4015
AlN,Y,0.278,v3,Y,33,N-Y-N,113.9542
AlN,Y,0.278,v3,Y,33,N-Y-N,104.3359
AlN,Y,0.278,v3,Y,33,N-Y-N,108.65
AlN,Y,0.278,v3,Y,34,N-Y-N,105.3924
AlN,Y,0.278,v3,Y,34,N-Y-N,98.1866
AlN,Y,0.278,v3,Y,34,N-Y-N,124.1215
AlN,Y,0.278,v3,Y,34,N-Y-N,79.9672
AlN,Y,0.278,v3,Y,34,N-Y-N,100.515
AlN,Y,0.278,v3,Y,34,N-Y-N,120.4063
AlN,Y,0.278,v3,Y,34,N-Y-N,79.1759
AlN,Y,0.278,v3,Y,34,N-Y-N,102.7365
AlN,Y,0.278,v3,Y,34,N-Y-N,177.9403
AlN,Y,0.278,v3,Y,34,N-Y-N,79.1177
AlN,Y,0.278,v3,Y,35,N-Y-N,100.1126
AlN,Y,0.278,v3,Y,35,N-Y-N,121.1917
AlN,Y,0.278,v3,Y,35,N-Y-N,111.7213
AlN,Y,0.278,v3,Y,35,N-Y-N,101.2408
AlN,Y,0.278,v3,Y,35,N-Y-N,99.123
AlN,Y,0.278,v3,Y,35,N-Y-N,117.8549
AlN,Y,0.278,v3,Y,36,N-Y-N,101.891
AlN,Y,0.278,v3,Y,36,N-Y-N,105.4197
AlN,Y,0.278,v3,Y,36,N-Y-N,104.7287
AlN,Y,0.278,v3,Y,36,N-Y-N,113.2268
AlN,Y,0.278,v3,Y,36,N-Y-N,115.4092
AlN,Y,0.278,v3,Y,36,N-Y-N,114.3549
AlN,Y,0.333,v0,Y,1,N-Y-N,98.8619
AlN,Y,0.333,v0,Y,1,N-Y-N,107.9082
AlN,Y,0.333,v0,Y,1,N-Y-N,123.6887
AlN,Y,0.333,v0,Y,1,N-Y-N,106.4661
AlN,Y,0.333,v0,Y,1,N-Y-N,96.5761
AlN,Y,0.333,v0,Y,1,N-Y-N,118.7206
AlN,Y,0.333,v0,Y,2,N-Y-N,113.0097
AlN,Y,0.333,v0,Y,2,N-Y-N,114.3866
AlN,Y,0.333,v0,Y,2,N-Y-N,105.8316
AlN,Y,0.333,v0,Y,2,N-Y-N,111.3485
AlN,Y,0.333,v0,Y,2,N-Y-N,100.5413
AlN,Y,0.333,v0,Y,2,N-Y-N,110.67
AlN,Y,0.333,v0,Y,3,N-Y-N,101.4469
AlN,Y,0.333,v0,Y,3,N-Y-N,99.4733
AlN,Y,0.333,v0,Y,3,N-Y-N,110.8592
AlN,Y,0.333,v0,Y,3,N-Y-N,112.6114
AlN,Y,0.333,v0,Y,3,N-Y-N,109.9626
AlN,Y,0.333,v0,Y,3,N-Y-N,120.3335
AlN,Y,0.333,v0,Y,4,N-Y-N,117.8966
AlN,Y,0.333,v0,Y,4,N-Y-N,105.252
AlN,Y,0.333,v0,Y,4,N-Y-N,111.2217
AlN,Y,0.333,v0,Y,4,N-Y-N,106.5285
AlN,Y,0.333,v0,Y,4,N-Y-N,108.9617
AlN,Y,0.333,v0,Y,4,N-Y-N,106.1904
AlN,Y,0.333,v0,Y,5,N-Y-N,122.298
AlN,Y,0.333,v0,Y,5,N-Y-N,88.305
AlN,Y,0.333,v0,Y,5,N-Y-N,111.9897
AlN,Y,0.333,v0,Y,5,N-Y-N,95.8041
AlN,Y,0.333,v0,Y,5,N-Y-N,79.638
AlN,Y,0.333,v0,Y,5,N-Y-N,121.0398
AlN,Y,0.333,v0,Y,5,N-Y-N,99.092
AlN,Y,0.333,v0,Y,5,N-Y-N,80.7653
AlN,Y,0.333,v0,Y,5,N-Y-N,175.7158
AlN,Y,0.333,v0,Y,5,N-Y-N,96.5242
AlN,Y,0.333,v0,Y,6,N-Y-N,124.7459
AlN,Y,0.333,v0,Y,6,N-Y-N,109.0679
AlN,Y,0.333,v0,Y,6,N-Y-N,98.5107
AlN,Y,0.333,v0,Y,6,N-Y-N,122.4645
AlN,Y,0.333,v0,Y,6,N-Y-N,87.9993
AlN,Y,0.333,v0,Y,6,N-Y-N,103.8526
AlN,Y,0.333,v0,Y,7,N-Y-N,98.3473
AlN,Y,0.333,v0,Y,7,N-Y-N,107.5216
AlN,Y,0.333,v0,Y,7,N-Y-N,108.8626
AlN,Y,0.333,v0,Y,7,N-Y-N,103.9476
AlN,Y,0.333,v0,Y,7,N-Y-N,122.5123
AlN,Y,0.333,v0,Y,7,N-Y-N,113.8795
AlN,Y,0.333,v0,Y,8,N-Y-N,103.1864
AlN,Y,0.333,v0,Y,8,N-Y-N,116.214
AlN,Y,0.333,v0,Y,8,N-Y-N,122.849
AlN,Y,0.333,v0,Y,8,N-Y-N,79.7902
AlN,Y,0.333,v0,Y,8,N-Y-N,96.6641
AlN,Y,0.333,v0,Y,8,N-Y-N,81.6837
AlN,Y,0.333,v0,Y,8,N-Y-N,175.3673
AlN,Y,0.333,v0,Y,8,N-Y-N,119.6731
AlN,Y,0.333,v0,Y,8,N-Y-N,85.047
AlN,Y,0.333,v0,Y,8,N-Y-N,93.7247
AlN,Y,0.333,v0,Y,9,N-Y-N,110.3994
AlN,Y,0.333,v0,Y,9,N-Y-N,112.9659
AlN,Y,0.333,v0,Y,9,N-Y-N,99.6026
AlN,Y,0.333,v0,Y,9,N-Y-N,119.1132
AlN,Y,0.333,v0,Y,9,N-Y-N,114.4255
AlN,Y,0.333,v0,Y,9,N-Y-N,98.1262
AlN,Y,0.333,v0,Y,10,N-Y-N,107.2749
AlN,Y,0.333,v0,Y,10,N-Y-N,98.8553
AlN,Y,0.333,v0,Y,10,N-Y-N,114.6045
AlN,Y,0.333,v0,Y,10,N-Y-N,126.0081
AlN,Y,0.333,v0,Y,10,N-Y-N,103.0194
AlN,Y,0.333,v0,Y,10,N-Y-N,107.6365
AlN,Y,0.333,v0,Y,11,N-Y-N,99.3237
AlN,Y,0.333,v0,Y,11,N-Y-N,108.3021
AlN,Y,0.333,v0,Y,11,N-Y-N,115.424
AlN,Y,0.333,v0,Y,11,N-Y-N,107.8375
AlN,Y,0.333,v0,Y,11,N-Y-N,122.2542
AlN,Y,0.333,v0,Y,11,N-Y-N,103.1455
AlN,Y,0.333,v0,Y,12,N-Y-N,98.7499
AlN,Y,0.333,v0,Y,12,N-Y-N,101.1543
AlN,Y,0.333,v0,Y,12,N-Y-N,125.6312
AlN,Y,0.333,v0,Y,12,N-Y-N,111.1189
AlN,Y,0.333,v0,Y,12,N-Y-N,106.2985
AlN,Y,0.333,v0,Y,12,N-Y-N,112.8582
AlN,Y,0.333,v0,Al,13,N-Al-N,105.1758
AlN,Y,0.333,v0,Al,13,N-Al-N,108.788
AlN,Y,0.333,v0,Al,13,N-Al-N,110.9349
AlN,Y,0.333,v0,Al,13,N-Al-N,107.6787
AlN,Y,0.333,v0,Al,13,N-Al-N,117.7129
AlN,Y,0.333,v0,Al,13,N-Al-N,106.2944
AlN,Y,0.333,v0,Al,14,N-Al-N,104.92
AlN,Y,0.333,v0,Al,14,N-Al-N,104.6086
AlN,Y,0.333,v0,Al,14,N-Al-N,101.8069
AlN,Y,0.333,v0,Al,14,N-Al-N,110.8467
AlN,Y,0.333,v0,Al,14,N-Al-N,116.3528
AlN,Y,0.333,v0,Al,14,N-Al-N,116.3913
AlN,Y,0.333,v0,Al,15,N-Al-N,108.6173
AlN,Y,0.333,v0,Al,15,N-Al-N,111.6897
AlN,Y,0.333,v0,Al,15,N-Al-N,108.6132
AlN,Y,0.333,v0,Al,15,N-Al-N,97.9845
AlN,Y,0.333,v0,Al,15,N-Al-N,112.0144
AlN,Y,0.333,v0,Al,15,N-Al-N,117.3546
AlN,Y,0.333,v0,Al,16,N-Al-N,116.8608
AlN,Y,0.333,v0,Al,16,N-Al-N,103.7806
AlN,Y,0.333,v0,Al,16,N-Al-N,107.7692
AlN,Y,0.333,v0,Al,16,N-Al-N,114.957
AlN,Y,0.333,v0,Al,16,N-Al-N,101.5841
AlN,Y,0.333,v0,Al,16,N-Al-N,111.917
AlN,Y,0.333,v0,Al,17,N-Al-N,104.3438
AlN,Y,0.333,v0,Al,17,N-Al-N,105.157
AlN,Y,0.333,v0,Al,17,N-Al-N,117.7265
AlN,Y,0.333,v0,Al,17,N-Al-N,120.6673
AlN,Y,0.333,v0,Al,17,N-Al-N,103.462
AlN,Y,0.333,v0,Al,17,N-Al-N,106.3256
AlN,Y,0.333,v0,Al,18,N-Al-N,106.9282
AlN,Y,0.333,v0,Al,18,N-Al-N,113.5337
AlN,Y,0.333,v0,Al,18,N-Al-N,108.8968
AlN,Y,0.333,v0,Al,18,N-Al-N,106.1822
AlN,Y,0.333,v0,Al,18,N-Al-N,115.1275
AlN,Y,0.333,v0,Al,18,N-Al-N,106.3377
AlN,Y,0.333,v0,Al,19,N-Al-N,112.1127
AlN,Y,0.333,v0,Al,19,N-Al-N,115.3812
AlN,Y,0.333,v0,Al,19,N-Al-N,103.51
AlN,Y,0.333,v0,Al,19,N-Al-N,99.4143
AlN,Y,0.333,v0,Al,19,N-Al-N,110.5229
AlN,Y,0.333,v0,Al,19,N-Al-N,116.1698
AlN,Y,0.333,v0,Al,20,N-Al-N,104.099
AlN,Y,0.333,v0,Al,20,N-Al-N,117.0479
AlN,Y,0.333,v0,Al,20,N-Al-N,106.5767
AlN,Y,0.333,v0,Al,20,N-Al-N,110.4361
AlN,Y,0.333,v0,Al,20,N-Al-N,112.4647
AlN,Y,0.333,v0,Al,20,N-Al-N,106.3194
AlN,Y,0.333,v0,Al,21,N-Al-N,102.1533
AlN,Y,0.333,v0,Al,21,N-Al-N,111.3036
AlN,Y,0.333,v0,Al,21,N-Al-N,111.6888
AlN,Y,0.333,v0,Al,21,N-Al-N,107.9289
AlN,Y,0.333,v0,Al,21,N-Al-N,102.8908
AlN,Y,0.333,v0,Al,21,N-Al-N,119.0308
AlN,Y,0.333,v0,Al,22,N-Al-N,115.452
AlN,Y,0.333,v0,Al,22,N-Al-N,110.0762
AlN,Y,0.333,v0,Al,22,N-Al-N,108.4273
AlN,Y,0.333,v0,Al,22,N-Al-N,102.9008
AlN,Y,0.333,v0,Al,22,N-Al-N,123.8175
AlN,Y,0.333,v0,Al,22,N-Al-N,92.7793
AlN,Y,0.333,v0,Al,23,N-Al-N,111.9686
AlN,Y,0.333,v0,Al,23,N-Al-N,110.3506
AlN,Y,0.333,v0,Al,23,N-Al-N,106.0669
AlN,Y,0.333,v0,Al,23,N-Al-N,102.0036
AlN,Y,0.333,v0,Al,23,N-Al-N,107.015
AlN,Y,0.333,v0,Al,23,N-Al-N,119.444
AlN,Y,0.333,v0,Al,24,N-Al-N,107.6902
AlN,Y,0.333,v0,Al,24,N-Al-N,112.901
AlN,Y,0.333,v0,Al,24,N-Al-N,105.1223
AlN,Y,0.333,v0,Al,24,N-Al-N,102.537
AlN,Y,0.333,v0,Al,24,N-Al-N,111.7585
AlN,Y,0.333,v0,Al,24,N-Al-N,116.6788
AlN,Y,0.333,v0,Al,25,N-Al-N,112.0912
AlN,Y,0.333,v0,Al,25,N-Al-N,100.743
AlN,Y,0.333,v0,Al,25,N-Al-N,108.1191
AlN,Y,0.333,v0,Al,25,N-Al-N,110.092
AlN,Y,0.333,v0,Al,25,N-Al-N,106.5204
AlN,Y,0.333,v0,Al,25,N-Al-N,119.2813
AlN,Y,0.333,v0,Al,26,N-Al-N,112.6266
AlN,Y,0.333,v0,Al,26,N-Al-N,113.9875
AlN,Y,0.333,v0,Al,26,N-Al-N,107.3642
AlN,Y,0.333,v0,Al,26,N-Al-N,104.9246
AlN,Y,0.333,v0,Al,26,N-Al-N,124.0687
AlN,Y,0.333,v0,Al,26,N-Al-N,92.2292
AlN,Y,0.333,v0,Al,27,N-Al-N,109.9732
AlN,Y,0.333,v0,Al,27,N-Al-N,112.1925
AlN,Y,0.333,v0,Al,27,N-Al-N,103.3072
AlN,Y,0.333,v0,Al,27,N-Al-N,133.8467
AlN,Y,0.333,v0,Al,27,N-Al-N,93.3025
AlN,Y,0.333,v0,Al,27,N-Al-N,94.563
AlN,Y,0.333,v0,Al,28,N-Al-N,118.9012
AlN,Y,0.333,v0,Al,28,N-Al-N,107.4143
AlN,Y,0.333,v0,Al,28,N-Al-N,100.0094
AlN,Y,0.333,v0,Al,28,N-Al-N,106.465
AlN,Y,0.333,v0,Al,28,N-Al-N,105.7119
AlN,Y,0.333,v0,Al,28,N-Al-N,119.0255
AlN,Y,0.333,v0,Al,29,N-Al-N,104.5194
AlN,Y,0.333,v0,Al,29,N-Al-N,114.1614
AlN,Y,0.333,v0,Al,29,N-Al-N,109.5544
AlN,Y,0.333,v0,Al,29,N-Al-N,107.4624
AlN,Y,0.333,v0,Al,29,N-Al-N,113.2693
AlN,Y,0.333,v0,Al,29,N-Al-N,107.9654
AlN,Y,0.333,v0,Al,30,N-Al-N,101.2684
AlN,Y,0.333,v0,Al,30,N-Al-N,106.4872
AlN,Y,0.333,v0,Al,30,N-Al-N,113.7097
AlN,Y,0.333,v0,Al,30,N-Al-N,118.2033
AlN,Y,0.333,v0,Al,30,N-Al-N,109.5587
AlN,Y,0.333,v0,Al,30,N-Al-N,107.6902
AlN,Y,0.333,v0,Al,31,N-Al-N,110.4232
AlN,Y,0.333,v0,Al,31,N-Al-N,112.8588
AlN,Y,0.333,v0,Al,31,N-Al-N,103.4566
AlN,Y,0.333,v0,Al,31,N-Al-N,113.0615
AlN,Y,0.333,v0,Al,31,N-Al-N,103.1135
AlN,Y,0.333,v0,Al,31,N-Al-N,113.1145
AlN,Y,0.333,v0,Al,32,N-Al-N,115.7398
AlN,Y,0.333,v0,Al,32,N-Al-N,108.9639
AlN,Y,0.333,v0,Al,32,N-Al-N,108.901
AlN,Y,0.333,v0,Al,32,N-Al-N,100.8649
AlN,Y,0.333,v0,Al,32,N-Al-N,114.4745
AlN,Y,0.333,v0,Al,32,N-Al-N,107.1811
AlN,Y,0.333,v0,Al,33,N-Al-N,109.8728
AlN,Y,0.333,v0,Al,33,N-Al-N,104.3897
AlN,Y,0.333,v0,Al,33,N-Al-N,93.2758
AlN,Y,0.333,v0,Al,33,N-Al-N,102.4384
AlN,Y,0.333,v0,Al,33,N-Al-N,120.5113
AlN,Y,0.333,v0,Al,33,N-Al-N,124.2447
AlN,Y,0.333,v0,Al,34,N-Al-N,111.4817
AlN,Y,0.333,v0,Al,34,N-Al-N,103.0749
AlN,Y,0.333,v0,Al,34,N-Al-N,113.3526
AlN,Y,0.333,v0,Al,34,N-Al-N,100.7939
AlN,Y,0.333,v0,Al,34,N-Al-N,113.8093
AlN,Y,0.333,v0,Al,34,N-Al-N,113.1588
AlN,Y,0.333,v0,Al,35,N-Al-N,101.2133
AlN,Y,0.333,v0,Al,35,N-Al-N,118.5424
AlN,Y,0.333,v0,Al,35,N-Al-N,114.5007
AlN,Y,0.333,v0,Al,35,N-Al-N,101.6353
AlN,Y,0.333,v0,Al,35,N-Al-N,100.2747
AlN,Y,0.333,v0,Al,35,N-Al-N,116.1946
AlN,Y,0.333,v0,Al,36,N-Al-N,100.291
AlN,Y,0.333,v0,Al,36,N-Al-N,92.7883
AlN,Y,0.333,v0,Al,36,N-Al-N,106.9698
AlN,Y,0.333,v0,Al,36,N-Al-N,121.2662
AlN,Y,0.333,v0,Al,36,N-Al-N,116.7822
AlN,Y,0.333,v0,Al,36,N-Al-N,113.1432
AlN,Y,0.333,v1,Al,1,N-Al-N,107.7371
AlN,Y,0.333,v1,Al,1,N-Al-N,111.7778
AlN,Y,0.333,v1,Al,1,N-Al-N,106.7678
AlN,Y,0.333,v1,Al,1,N-Al-N,108.6833
AlN,Y,0.333,v1,Al,1,N-Al-N,109.8827
AlN,Y,0.333,v1,Al,1,N-Al-N,111.8987
AlN,Y,0.333,v1,Al,2,N-Al-N,101.3957
AlN,Y,0.333,v1,Al,2,N-Al-N,107.3298
AlN,Y,0.333,v1,Al,2,N-Al-N,102.7437
AlN,Y,0.333,v1,Al,2,N-Al-N,110.2127
AlN,Y,0.333,v1,Al,2,N-Al-N,118.5673
AlN,Y,0.333,v1,Al,2,N-Al-N,114.7313
AlN,Y,0.333,v1,Al,3,N-Al-N,117.4788
AlN,Y,0.333,v1,Al,3,N-Al-N,99.0463
AlN,Y,0.333,v1,Al,3,N-Al-N,110.1835
