-128.8298	 0.000
-128.7500	 0.000
-128.6780	 0.000
-128.6005	 0.000
-128.5203	 0.000
-128.4362	 0.000
-128.3385	 0.000
-128.0447	 0.002
-124.7145	 0.147
-119.4124	 0.681
-112.9503	 1.551
-105.2789	 2.668
-96.3076	 3.909
-85.9388	 5.138
-74.1106	 6.203
-60.7947	 6.994
-45.9752	 7.436
-29.6365	 7.526
-11.8302	 7.380
11.5130	 7.364
28.9359	 7.495
45.1705	 7.399
59.9092	 6.962
73.1714	 6.189
84.9843	 5.147
95.3950	 3.942
104.4743	 2.708
112.3031	 1.584
118.9406	 0.698
124.4359	 0.146
127.9651	-0.010
128.3287	-0.013
128.4392	-0.013
128.5271	-0.013
128.6037	-0.013
128.6798	-0.013
128.7544	-0.013
128.8298	-0.013
