-127.2724	 0.000
-127.2122	-0.000
-127.1355	 0.000
-127.0589	 0.000
-126.9810	 0.000
-126.9014	 0.000
-126.8120	-0.000
-126.6126	 0.001
-123.8944	 0.113
-118.9762	 0.627
-113.0120	 1.515
-105.9041	 2.687
-97.5040	 4.029
-87.6488	 5.396
-76.2368	 6.638
-63.1148	 7.618
-48.2684	 8.223
-31.7223	 8.416
-13.4301	 8.302
11.3527	 8.274
29.1425	 8.345
45.8680	 8.117
60.8476	 7.482
74.0209	 6.489
85.4810	 5.248
95.3341	 3.899
103.7737	 2.592
110.9998	 1.467
117.2276	 0.630
122.7258	 0.157
126.3885	 0.046
126.7756	 0.045
126.8831	 0.045
126.9661	 0.045
127.0468	 0.045
127.1244	 0.045
127.2024	 0.045
127.2724	 0.044
